,adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,Team1Win
1186,19.45,110.8,0.003,65.5,2.65,103.9,101.3,-4.16,5.0,15.27,111.7,-0.047,66.4,1.25,104.0,102.8,14.84,12.0,1.0
1187,15.27,111.7,-0.047,66.4,1.25,104.0,102.8,14.84,12.0,19.45,110.8,0.003,65.5,2.65,103.9,101.3,-4.16,5.0,0.0
1188,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,3.91,103.9,0.114,63.6,-2.7,101.8,104.5,-0.69,15.0,1.0
1189,3.91,103.9,0.114,63.6,-2.7,101.8,104.5,-0.69,15.0,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,0.0
1190,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,5.5,110.4,-0.001,68.2,-4.12,101.8,105.9,7.91,16.0,1.0
1191,5.5,110.4,-0.001,68.2,-4.12,101.8,105.9,7.91,16.0,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,0.0
1192,13.45,106.9,0.024,65.0,0.53,101.9,101.4,1.9,12.0,22.36,116.1,-0.017,65.7,3.97,105.1,101.2,3.5,5.0,1.0
1193,22.36,116.1,-0.017,65.7,3.97,105.1,101.2,3.5,5.0,13.45,106.9,0.024,65.0,0.53,101.9,101.4,1.9,12.0,0.0
1194,20.9,115.6,-0.048,64.7,8.48,107.7,99.2,3.03,5.0,14.34,108.8,0.027000000000000003,60.7,-0.87,101.4,102.2,0.65,12.0,1.0
1195,14.34,108.8,0.027000000000000003,60.7,-0.87,101.4,102.2,0.65,12.0,20.9,115.6,-0.048,64.7,8.48,107.7,99.2,3.03,5.0,0.0
1196,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,6.76,103.7,0.064,64.2,-5.3,102.5,107.8,-0.72,13.0,1.0
1197,6.76,103.7,0.064,64.2,-5.3,102.5,107.8,-0.72,13.0,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,0.0
1198,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,15.9,112.9,-0.065,64.9,8.45,107.8,99.4,-1.52,11.0,1.0
1199,15.9,112.9,-0.065,64.9,8.45,107.8,99.4,-1.52,11.0,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,0.0
1200,16.47,119.2,0.079,65.9,3.79,104.9,101.1,-0.47,8.0,16.69,106.1,-0.067,61.9,7.07,107.4,100.3,3.98,9.0,1.0
1201,16.69,106.1,-0.067,61.9,7.07,107.4,100.3,3.98,9.0,16.47,119.2,0.079,65.9,3.79,104.9,101.1,-0.47,8.0,0.0
1202,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,15.85,105.2,-0.024,59.3,4.05,105.0,101.0,-5.7,10.0,1.0
1203,15.85,105.2,-0.024,59.3,4.05,105.0,101.0,-5.7,10.0,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,0.0
1204,17.14,107.6,0.034,66.6,7.54,106.9,99.4,0.82,3.0,11.78,110.6,-0.024,63.0,3.83,104.9,101.1,0.1,14.0,1.0
1205,11.78,110.6,-0.024,63.0,3.83,104.9,101.1,0.1,14.0,17.14,107.6,0.034,66.6,7.54,106.9,99.4,0.82,3.0,0.0
1206,21.05,111.2,-0.013999999999999999,62.1,8.32,107.3,99.0,-1.04,3.0,16.96,117.1,-0.017,67.2,-0.32,103.4,103.7,4.69,14.0,1.0
1207,16.96,117.1,-0.017,67.2,-0.32,103.4,103.7,4.69,14.0,21.05,111.2,-0.013999999999999999,62.1,8.32,107.3,99.0,-1.04,3.0,0.0
1208,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,5.48,108.1,-0.008,67.1,0.35,102.2,101.8,1.14,15.0,1.0
1209,5.48,108.1,-0.008,67.1,0.35,102.2,101.8,1.14,15.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,0.0
1210,9.29,108.6,-0.026000000000000002,67.6,-5.57,100.3,105.8,-5.17,15.0,19.7,117.7,0.057,66.4,8.18,107.3,99.1,7.68,2.0,1.0
1211,19.7,117.7,0.057,66.4,8.18,107.3,99.1,7.68,2.0,9.29,108.6,-0.026000000000000002,67.6,-5.57,100.3,105.8,-5.17,15.0,0.0
1212,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,0.75,108.7,0.11699999999999999,73.4,-5.25,99.8,105.0,-2.27,16.0,1.0
1213,0.75,108.7,0.11699999999999999,73.4,-5.25,99.8,105.0,-2.27,16.0,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,0.0
1214,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,11.16,107.0,0.059000000000000004,65.8,3.33,104.8,101.5,-3.76,6.0,1.0
1215,11.16,107.0,0.059000000000000004,65.8,3.33,104.8,101.5,-3.76,6.0,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,0.0
1216,-1.82,100.9,0.18899999999999997,66.6,-6.31,100.3,106.6,1.39,15.0,25.28,125.1,0.017,65.4,5.8,105.7,99.9,-6.18,2.0,1.0
1217,25.28,125.1,0.017,65.4,5.8,105.7,99.9,-6.18,2.0,-1.82,100.9,0.18899999999999997,66.6,-6.31,100.3,106.6,1.39,15.0,0.0
1218,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,5.17,105.3,-0.024,61.9,-5.44,99.1,104.6,-1.55,16.0,1.0
1219,5.17,105.3,-0.024,61.9,-5.44,99.1,104.6,-1.55,16.0,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,0.0
1220,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,17.52,114.3,0.057999999999999996,60.1,10.65,109.0,98.3,-0.11,4.0,1.0
1221,17.52,114.3,0.057999999999999996,60.1,10.65,109.0,98.3,-0.11,4.0,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,0.0
1222,16.25,116.2,-0.003,64.3,8.81,108.4,99.6,-2.64,10.0,15.48,114.3,0.036000000000000004,63.4,0.17,104.1,103.9,-2.17,7.0,1.0
1223,15.48,114.3,0.036000000000000004,63.4,0.17,104.1,103.9,-2.17,7.0,16.25,116.2,-0.003,64.3,8.81,108.4,99.6,-2.64,10.0,0.0
1224,13.13,103.9,0.04,58.5,8.17,107.2,99.0,1.27,12.0,14.49,113.3,0.055,65.9,6.1,106.5,100.4,6.2,5.0,1.0
1225,14.49,113.3,0.055,65.9,6.1,106.5,100.4,6.2,5.0,13.13,103.9,0.04,58.5,8.17,107.2,99.0,1.27,12.0,0.0
1226,21.2,111.9,-0.055999999999999994,61.9,4.36,105.0,100.6,-2.55,9.0,21.9,114.2,-0.064,67.5,5.1,104.9,99.8,6.96,8.0,1.0
1227,21.9,114.2,-0.064,67.5,5.1,104.9,99.8,6.96,8.0,21.2,111.9,-0.055999999999999994,61.9,4.36,105.0,100.6,-2.55,9.0,0.0
1228,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,14.22,110.9,0.032,60.2,6.94,106.4,99.4,-4.28,7.0,1.0
1229,14.22,110.9,0.032,60.2,6.94,106.4,99.4,-4.28,7.0,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,0.0
1230,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,8.89,104.8,0.081,65.1,5.35,105.7,100.4,0.06,11.0,1.0
1231,8.89,104.8,0.081,65.1,5.35,105.7,100.4,0.06,11.0,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,0.0
1232,22.55,120.2,0.006999999999999999,66.7,8.41,107.4,99.0,-4.96,4.0,13.45,106.9,0.024,65.0,0.53,101.9,101.4,1.9,12.0,1.0
1233,13.45,106.9,0.024,65.0,0.53,101.9,101.4,1.9,12.0,22.55,120.2,0.006999999999999999,66.7,8.41,107.4,99.0,-4.96,4.0,0.0
1234,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,16.69,113.9,-0.004,65.8,7.22,107.0,99.8,-4.08,8.0,1.0
1235,16.69,113.9,-0.004,65.8,7.22,107.0,99.8,-4.08,8.0,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,0.0
1236,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,19.45,110.8,0.003,65.5,2.65,103.9,101.3,-4.16,5.0,1.0
1237,19.45,110.8,0.003,65.5,2.65,103.9,101.3,-4.16,5.0,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,0.0
1238,20.22,111.5,0.042,70.0,8.24,106.6,98.3,-0.95,3.0,15.34,108.5,0.031,65.0,-2.34,102.9,105.2,3.63,6.0,1.0
1239,15.34,108.5,0.031,65.0,-2.34,102.9,105.2,3.63,6.0,20.22,111.5,0.042,70.0,8.24,106.6,98.3,-0.95,3.0,0.0
1240,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,18.39,113.1,-0.018000000000000002,64.8,2.08,104.9,102.8,1.05,7.0,1.0
1241,18.39,113.1,-0.018000000000000002,64.8,2.08,104.9,102.8,1.05,7.0,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,0.0
1242,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,17.52,109.8,-0.024,66.5,7.98,107.0,99.1,-3.29,8.0,1.0
1243,17.52,109.8,-0.024,66.5,7.98,107.0,99.1,-3.29,8.0,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,0.0
1244,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,20.9,115.6,-0.048,64.7,8.48,107.7,99.2,3.03,5.0,1.0
1245,20.9,115.6,-0.048,64.7,8.48,107.7,99.2,3.03,5.0,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,0.0
1246,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,17.14,107.6,0.034,66.6,7.54,106.9,99.4,0.82,3.0,1.0
1247,17.14,107.6,0.034,66.6,7.54,106.9,99.4,0.82,3.0,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,0.0
1248,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,-1.82,100.9,0.18899999999999997,66.6,-6.31,100.3,106.6,1.39,15.0,1.0
1249,-1.82,100.9,0.18899999999999997,66.6,-6.31,100.3,106.6,1.39,15.0,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,0.0
1250,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,16.25,116.2,-0.003,64.3,8.81,108.4,99.6,-2.64,10.0,1.0
1251,16.25,116.2,-0.003,64.3,8.81,108.4,99.6,-2.64,10.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,0.0
1252,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,21.2,111.9,-0.055999999999999994,61.9,4.36,105.0,100.6,-2.55,9.0,1.0
1253,21.2,111.9,-0.055999999999999994,61.9,4.36,105.0,100.6,-2.55,9.0,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,0.0
1254,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,21.05,111.2,-0.013999999999999999,62.1,8.32,107.3,99.0,-1.04,3.0,1.0
1255,21.05,111.2,-0.013999999999999999,62.1,8.32,107.3,99.0,-1.04,3.0,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,0.0
1256,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,16.47,119.2,0.079,65.9,3.79,104.9,101.1,-0.47,8.0,1.0
1257,16.47,119.2,0.079,65.9,3.79,104.9,101.1,-0.47,8.0,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,0.0
1258,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,13.13,103.9,0.04,58.5,8.17,107.2,99.0,1.27,12.0,1.0
1259,13.13,103.9,0.04,58.5,8.17,107.2,99.0,1.27,12.0,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,0.0
1260,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,9.29,108.6,-0.026000000000000002,67.6,-5.57,100.3,105.8,-5.17,15.0,1.0
1261,9.29,108.6,-0.026000000000000002,67.6,-5.57,100.3,105.8,-5.17,15.0,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,0.0
1262,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,20.22,111.5,0.042,70.0,8.24,106.6,98.3,-0.95,3.0,1.0
1263,20.22,111.5,0.042,70.0,8.24,106.6,98.3,-0.95,3.0,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,0.0
1264,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,1.0
1265,27.87,114.7,-0.027000000000000003,64.3,10.21,108.6,98.4,-1.07,1.0,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,0.0
1266,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,1.0
1267,16.03,109.5,0.023,62.9,6.9,105.7,98.8,-9.17,6.0,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,0.0
1268,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,1.0
1269,24.09,113.7,-0.018000000000000002,57.5,8.8,107.6,98.8,-3.88,4.0,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,0.0
1270,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,1.0
1271,12.59,108.7,0.031,66.4,7.24,107.4,100.1,4.56,10.0,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,0.0
1272,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,1.0
1273,14.22,112.1,-0.004,67.0,6.22,105.9,99.7,1.18,11.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,0.0
1274,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,22.55,120.2,0.006999999999999999,66.7,8.41,107.4,99.0,-4.96,4.0,1.0
1275,22.55,120.2,0.006999999999999999,66.7,8.41,107.4,99.0,-4.96,4.0,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,0.0
1276,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,1.0
1277,11.88,106.6,0.022000000000000002,66.0,0.8,103.6,102.8,-2.97,13.0,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,0.0
1278,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,1.0
1279,22.47,120.4,-0.043,64.2,7.18,105.4,98.2,-1.67,7.0,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,0.0
1280,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,1.0
1281,26.04,117.7,0.06,64.4,7.98,107.0,99.0,-2.11,1.0,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,0.0
1282,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,1.0
1283,25.44,116.1,0.016,70.9,7.41,107.2,99.8,1.89,1.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,0.0
1284,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,1.0
1285,21.29,116.0,0.059000000000000004,65.6,9.61,108.1,98.5,-2.7,3.0,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,0.0
1286,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,1.0
1287,30.07,118.1,-0.05,66.9,10.1,108.9,98.8,-3.34,2.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,0.0
1288,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,1.0
1289,20.67,106.2,0.031,66.1,10.06,108.6,98.6,0.11,4.0,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,0.0
1290,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,1.0
1291,26.91,114.0,0.027000000000000003,66.3,11.15,108.8,97.6,5.21,2.0,32.59,122.2,0.032,65.4,7.99,106.8,98.8,-1.06,1.0,0.0
1292,-5.3,93.2,0.037000000000000005,65.5,-6.98,97.2,104.2,-1.55,16.0,-9.38,101.3,-0.034,64.4,-6.47,99.4,105.8,-0.41,16.0,1.0
1293,-9.38,101.3,-0.034,64.4,-6.47,99.4,105.8,-0.41,16.0,-5.3,93.2,0.037000000000000005,65.5,-6.98,97.2,104.2,-1.55,16.0,0.0
1294,19.33,116.1,0.023,62.9,3.18,104.9,101.7,-0.49,11.0,-13.38,100.4,0.032,64.8,-8.38,99.2,107.5,-5.82,,1.0
1295,-13.38,100.4,0.032,64.8,-8.38,99.2,107.5,-5.82,,19.33,116.1,0.023,62.9,3.18,104.9,101.7,-0.49,11.0,0.0
1296,-0.92,100.2,0.063,62.9,-3.42,101.9,105.3,-4.5,16.0,-2.13,110.5,0.015,67.3,-6.79,99.3,106.0,-5.01,16.0,1.0
1297,-2.13,110.5,0.015,67.3,-6.79,99.3,106.0,-5.01,16.0,-0.92,100.2,0.063,62.9,-3.42,101.9,105.3,-4.5,16.0,0.0
1298,13.89,111.8,0.051,64.6,5.67,105.8,100.1,-0.5,13.0,13.54,113.2,0.004,64.8,6.74,105.9,99.2,-1.38,13.0,1.0
1299,13.54,113.2,0.004,64.8,6.74,105.9,99.2,-1.38,13.0,13.89,111.8,0.051,64.6,5.67,105.8,100.1,-0.5,13.0,0.0
1300,21.88,115.4,-0.012,65.5,7.99,106.4,98.5,1.45,6.0,14.92,111.6,0.013000000000000001,65.9,-0.74,103.8,104.6,5.39,11.0,1.0
1301,14.92,111.6,0.013000000000000001,65.9,-0.74,103.8,104.6,5.39,11.0,21.88,115.4,-0.012,65.5,7.99,106.4,98.5,1.45,6.0,0.0
1302,15.41,110.5,0.087,63.6,7.53,106.8,99.3,4.18,6.0,12.72,107.3,-0.013999999999999999,61.9,-1.72,102.4,104.1,2.78,11.0,1.0
1303,12.72,107.3,-0.013999999999999999,61.9,-1.72,102.4,104.1,2.78,11.0,15.41,110.5,0.087,63.6,7.53,106.8,99.3,4.18,6.0,0.0
1304,13.11,107.3,0.040999999999999995,64.9,8.35,106.0,97.6,2.12,12.0,16.07,106.0,-0.015,67.9,6.23,106.1,99.9,-0.28,5.0,1.0
1305,16.07,106.0,-0.015,67.9,6.23,106.1,99.9,-0.28,5.0,13.11,107.3,0.040999999999999995,64.9,8.35,106.0,97.6,2.12,12.0,0.0
1306,19.12,117.9,0.02,63.8,7.17,105.8,98.6,-0.49,8.0,18.53,114.9,-0.032,66.3,5.62,105.1,99.5,-2.02,9.0,1.0
1307,18.53,114.9,-0.032,66.3,5.62,105.1,99.5,-2.02,9.0,19.12,117.9,0.02,63.8,7.17,105.8,98.6,-0.49,8.0,0.0
1308,27.81,120.5,0.026000000000000002,63.3,4.37,105.4,101.0,5.03,1.0,0.5,99.3,-0.031,63.4,-11.47,95.2,106.7,4.12,16.0,1.0
1309,0.5,99.3,-0.031,63.4,-11.47,95.2,106.7,4.12,16.0,27.81,120.5,0.026000000000000002,63.3,4.37,105.4,101.0,5.03,1.0,0.0
1310,7.07,108.1,0.037000000000000005,63.3,0.6,102.8,102.2,5.07,14.0,19.02,109.9,0.073,63.7,7.98,106.4,98.4,4.42,3.0,1.0
1311,19.02,109.9,0.073,63.7,7.98,106.4,98.4,4.42,3.0,7.07,108.1,0.037000000000000005,63.3,0.6,102.8,102.2,5.07,14.0,0.0
1312,32.92,117.7,-0.016,65.8,10.23,107.4,97.2,2.15,1.0,-5.3,93.2,0.037000000000000005,65.5,-6.98,97.2,104.2,-1.55,16.0,1.0
1313,-5.3,93.2,0.037000000000000005,65.5,-6.98,97.2,104.2,-1.55,16.0,32.92,117.7,-0.016,65.8,10.23,107.4,97.2,2.15,1.0,0.0
1314,18.32,113.2,0.09,63.3,9.28,105.9,96.6,-1.14,3.0,11.36,112.1,-0.002,63.9,-5.09,100.3,105.4,6.42,14.0,1.0
1315,11.36,112.1,-0.002,63.9,-5.09,100.3,105.4,6.42,14.0,18.32,113.2,0.09,63.3,9.28,105.9,96.6,-1.14,3.0,0.0
1316,16.33,107.3,0.055999999999999994,68.3,1.9,104.8,102.9,0.43,6.0,19.33,116.1,0.023,62.9,3.18,104.9,101.7,-0.49,11.0,1.0
1317,19.33,116.1,0.023,62.9,3.18,104.9,101.7,-0.49,11.0,16.33,107.3,0.055999999999999994,68.3,1.9,104.8,102.9,0.43,6.0,0.0
1318,27.86,121.9,-0.006999999999999999,64.0,11.13,108.2,97.0,-3.09,4.0,6.79,112.0,0.03,62.6,-3.31,102.0,105.3,4.11,13.0,1.0
1319,6.79,112.0,0.03,62.6,-3.31,102.0,105.3,4.11,13.0,27.86,121.9,-0.006999999999999999,64.0,11.13,108.2,97.0,-3.09,4.0,0.0
1320,24.17,112.6,0.001,63.1,11.91,108.8,96.9,-0.75,3.0,11.42,110.7,0.021,64.3,-1.5,101.5,103.0,-3.18,14.0,1.0
1321,11.42,110.7,0.021,64.3,-1.5,101.5,103.0,-3.18,14.0,24.17,112.6,0.001,63.1,11.91,108.8,96.9,-0.75,3.0,0.0
1322,16.78,106.6,0.052000000000000005,67.9,5.92,105.1,99.2,-8.08,12.0,18.69,109.0,-0.016,66.1,6.38,106.8,100.4,-2.26,5.0,1.0
1323,18.69,109.0,-0.016,66.1,6.38,106.8,100.4,-2.26,5.0,16.78,106.6,0.052000000000000005,67.9,5.92,105.1,99.2,-8.08,12.0,0.0
1324,20.01,108.6,0.0,63.8,3.91,104.5,100.6,-3.98,4.0,7.68,104.7,0.039,63.8,0.36,102.7,102.3,3.94,13.0,1.0
1325,7.68,104.7,0.039,63.8,0.36,102.7,102.3,3.94,13.0,20.01,108.6,0.0,63.8,3.91,104.5,100.6,-3.98,4.0,0.0
1326,24.83,113.1,-0.004,63.1,9.46,106.8,97.4,-4.44,4.0,2.14,104.9,0.175,62.7,-5.21,101.8,107.0,8.71,13.0,1.0
1327,2.14,104.9,0.175,62.7,-5.21,101.8,107.0,8.71,13.0,24.83,113.1,-0.004,63.1,9.46,106.8,97.4,-4.44,4.0,0.0
1328,20.28,114.0,0.002,66.4,5.09,105.8,100.7,-0.22,5.0,11.52,106.8,0.085,65.2,-0.35,102.4,102.7,0.28,12.0,1.0
1329,11.52,106.8,0.085,65.2,-0.35,102.4,102.7,0.28,12.0,20.28,114.0,0.002,66.4,5.09,105.8,100.7,-0.22,5.0,0.0
1330,20.31,111.8,-0.002,63.8,6.71,106.9,100.2,0.17,9.0,24.08,115.6,-0.057999999999999996,59.3,4.52,104.9,100.4,-9.69,8.0,1.0
1331,24.08,115.6,-0.057999999999999996,59.3,4.52,104.9,100.4,-9.69,8.0,20.31,111.8,-0.002,63.8,6.71,106.9,100.2,0.17,9.0,0.0
1332,21.75,118.3,-0.009000000000000001,63.8,5.73,105.5,99.7,1.63,7.0,15.57,105.9,-0.012,63.0,7.31,105.6,98.3,-5.68,10.0,1.0
1333,15.57,105.9,-0.012,63.0,7.31,105.6,98.3,-5.68,10.0,21.75,118.3,-0.009000000000000001,63.8,5.73,105.5,99.7,1.63,7.0,0.0
1334,26.98,119.1,0.033,66.7,9.95,108.4,98.5,6.85,2.0,1.36,102.6,0.08199999999999999,61.7,-5.19,98.6,103.8,-6.61,15.0,1.0
1335,1.36,102.6,0.08199999999999999,61.7,-5.19,98.6,103.8,-6.61,15.0,26.98,119.1,0.033,66.7,9.95,108.4,98.5,6.85,2.0,0.0
1336,6.27,104.9,0.039,67.9,-2.79,101.3,104.1,4.57,15.0,21.24,107.6,0.038,61.2,7.42,106.3,98.9,-6.15,2.0,1.0
1337,21.24,107.6,0.038,61.2,7.42,106.3,98.9,-6.15,2.0,6.27,104.9,0.039,67.9,-2.79,101.3,104.1,4.57,15.0,0.0
1338,31.18,117.2,-0.08900000000000001,61.9,7.0,105.6,98.6,4.09,3.0,2.82,106.6,0.075,71.9,-3.56,99.6,103.2,8.11,14.0,1.0
1339,2.82,106.6,0.075,71.9,-3.56,99.6,103.2,8.11,14.0,31.18,117.2,-0.08900000000000001,61.9,7.0,105.6,98.6,4.09,3.0,0.0
1340,15.82,110.6,0.042,64.6,10.84,108.1,97.3,-0.8,7.0,14.62,106.5,0.028999999999999998,63.7,9.15,107.3,98.1,3.8,10.0,1.0
1341,14.62,106.5,0.028999999999999998,63.7,9.15,107.3,98.1,3.8,10.0,15.82,110.6,0.042,64.6,10.84,108.1,97.3,-0.8,7.0,0.0
1342,29.31,120.8,-0.021,66.0,8.86,106.7,97.8,-5.16,1.0,-0.92,100.2,0.063,62.9,-3.42,101.9,105.3,-4.5,16.0,1.0
1343,-0.92,100.2,0.063,62.9,-3.42,101.9,105.3,-4.5,16.0,29.31,120.8,-0.021,66.0,8.86,106.7,97.8,-5.16,1.0,0.0
1344,17.63,117.5,-0.046,68.3,6.74,105.5,98.7,-3.12,10.0,16.65,114.6,0.046,60.3,6.53,105.1,98.6,-6.61,7.0,1.0
1345,16.65,114.6,0.046,60.3,6.53,105.1,98.6,-6.61,7.0,17.63,117.5,-0.046,68.3,6.74,105.5,98.7,-3.12,10.0,0.0
1346,25.23,112.7,0.01,66.4,7.05,106.8,99.8,2.64,1.0,-0.41,101.8,0.028999999999999998,64.6,-2.47,100.9,103.3,3.24,16.0,1.0
1347,-0.41,101.8,0.028999999999999998,64.6,-2.47,100.9,103.3,3.24,16.0,25.23,112.7,0.01,66.4,7.05,106.8,99.8,2.64,1.0,0.0
1348,13.89,111.8,0.051,64.6,5.67,105.8,100.1,-0.5,13.0,18.16,113.5,0.051,61.4,6.82,106.1,99.3,-3.29,4.0,1.0
